formula,c_isotope,n_isotope,mass
"C21H28ClN3O7S",12,15,504.124753349
"C21H28ClN3O7S",13,15,525.195204942
"C7H14O2",12,14,130.099379694
"C7H14O2",13,14,137.122863558
"C7H14O2",12,15,130.099379694
"C7H14O2",13,15,137.122863558
"C7H14O4",12,14,162.089208938
"C7H14O4",13,14,169.112692802
"C7H14O4",12,15,162.089208938
"C7H14O4",13,15,169.112692802
"C7H14O5",12,14,178.08412356
"C7H14O5",13,14,185.107607425
"C7H14O5",12,15,178.08412356
"C7H14O5",13,15,185.107607425
"C31H50N7O17P3S",12,14,917.219673437
"C31H50N7O17P3S",13,14,948.323673409
"C31H50N7O17P3S",12,15,924.19891769
"C31H50N7O17P3S",13,15,955.302917661
"C7H14O6",12,14,194.079038182
"C7H14O6",13,14,201.102522047
"C7H14O6",12,15,194.079038182
"C7H14O6",13,15,201.102522047
"C3H4O2",12,14,72.0211293726
"C3H4O2",13,14,75.031193886
"C3H4O2",12,15,72.0211293726
"C3H4O2",13,15,75.031193886
"C7H14O7",12,14,210.073952804
"C7H14O7",13,14,217.097436669
"C7H14O7",12,15,210.073952804
"C7H14O7",13,15,217.097436669
"C3H4O3",12,14,88.0160439947
"C3H4O3",13,14,91.0261085081
"C3H4O3",12,15,88.0160439947
"C3H4O3",13,15,91.0261085081
"C3H4O4",12,14,104.010958617
"C3H4O4",13,14,107.02102313
"C3H4O4",12,15,104.010958617
"C3H4O4",13,15,107.02102313
"C3H4O5",12,14,120.005873239
"C3H4O5",13,14,123.015937752
"C3H4O5",12,15,120.005873239
"C3H4O5",13,15,123.015937752
"C96H176N2O38P2",12,14,2027.13763232
"C96H176N2O38P2",13,14,2123.45969675
"C96H176N2O38P2",12,15,2029.13170211
"C96H176N2O38P2",13,15,2125.45376653
"C2H6S2",12,14,93.9910915726
"C2H6S2",13,14,95.9978012482
"C2H6S2",12,15,93.9910915726
"C2H6S2",13,15,95.9978012482
"C22H18Cl2FNO3",12,14,433.064777069
"C22H18Cl2FNO3",13,14,455.138583501
"C22H18Cl2FNO3",12,15,434.061811962
"C22H18Cl2FNO3",13,15,456.135618394
"C24H38N7O17P3S",12,14,821.125773052
"C24H38N7O17P3S",13,14,845.206289159
"C24H38N7O17P3S",12,15,828.105017304
"C24H38N7O17P3S",13,15,852.185533411
"C2H6S3",12,14,125.963162263
"C2H6S3",13,14,127.969871938
"C2H6S3",12,15,125.963162263
"C2H6S3",13,15,127.969871938
"C20H20O11",12,14,436.100561485
"C20H20O11",13,14,456.167658241
"C20H20O11",12,15,436.100561485
"C20H20O11",13,15,456.167658241
"C11H20NO9S3-",12,14,406.030566896
"C11H20NO9S3-",13,14,417.067470112
"C11H20NO9S3-",12,15,407.027601789
"C11H20NO9S3-",13,15,418.064505005
"C86H143N7O21P2",12,14,1671.98122771
"C86H143N7O21P2",13,14,1758.26974376
"C86H143N7O21P2",12,15,1678.96047196
"C86H143N7O21P2",13,15,1765.24898801
"C14H14N8O4S3",12,14,454.030013049
"C14H14N8O4S3",13,14,468.076980779
"C14H14N8O4S3",12,15,462.006292195
"C14H14N8O4S3",13,15,476.053259924
"C13H18F3N3O4S2",12,14,401.069082062
"C13H18F3N3O4S2",13,14,414.112694953
"C13H18F3N3O4S2",12,15,404.060186741
"C13H18F3N3O4S2",13,15,417.103799633
"C13H25NO2S2",12,14,291.132670432
"C13H25NO2S2",13,14,304.176283323
"C13H25NO2S2",12,15,292.129705325
"C13H25NO2S2",13,15,305.173318216
"C20H20O14",12,14,484.085305351
"C20H20O14",13,14,504.152402107
"C20H20O14",12,15,484.085305351
"C20H20O14",13,15,504.152402107
"C27H34F2O7",12,14,508.227259846
"C27H34F2O7",13,14,535.317840467
"C27H34F2O7",12,15,508.227259846
"C27H34F2O7",13,15,535.317840467
"C13H11N3O4S2",12,14,337.019097237
"C13H11N3O4S2",13,14,350.062710128
"C13H11N3O4S2",12,15,340.010201917
"C13H11N3O4S2",13,15,353.053814808
"C7H15Cl2N2O3P",12,14,276.019734288
"C7H15Cl2N2O3P",13,14,283.043218153
"C7H15Cl2N2O3P",12,15,278.013804075
"C7H15Cl2N2O3P",13,15,285.037287939
"C28H32O14",12,14,592.179205737
"C28H32O14",13,14,620.273141195
"C28H32O14",12,15,592.179205737
"C28H32O14",13,15,620.273141195
"C12H13N5O3",12,14,275.10183931
"C12H13N5O3",13,14,287.142097363
"C12H13N5O3",12,15,280.087013776
"C12H13N5O3",13,15,292.127271829
"C28H32O15",12,14,608.174120359
"C28H32O15",13,14,636.268055817
"C28H32O15",12,15,608.174120359
"C28H32O15",13,15,636.268055817
"C19H39NO",12,14,297.303164879
"C19H39NO",13,14,316.366906797
"C19H39NO",12,15,298.300199772
"C19H39NO",13,15,317.363941691
"C32H37NO12",12,14,627.231575658
"C32H37NO12",13,14,659.338930468
"C32H37NO12",12,15,628.228610551
"C32H37NO12",13,15,660.335965361
"C31H36O12",12,14,600.220676621
"C31H36O12",13,14,631.324676593
"C31H36O12",12,15,600.220676621
"C31H36O12",13,15,631.324676593
"C24H28O4",12,14,380.198759387
"C24H28O4",13,14,404.279275494
"C24H28O4",12,15,380.198759387
"C24H28O4",13,15,404.279275494
"C16H23N5O5",12,14,365.169918875
"C16H23N5O5",13,14,381.22359628
"C16H23N5O5",12,15,370.155093341
"C16H23N5O5",13,15,386.208770746
"C16H23N5O6",12,14,381.164833497
"C16H23N5O6",13,14,397.218510902
"C16H23N5O6",12,15,386.150007963
"C16H23N5O6",13,15,402.203685368
"C6H15N4O5P",12,14,254.078006123
"C6H15N4O5P",13,14,260.09813515
"C6H15N4O5P",12,15,258.066145696
"C6H15N4O5P",13,15,264.086274722
"C12H13N5O2S",12,14,291.078995378
"C12H13N5O2S",13,14,303.119253431
"C12H13N5O2S",12,15,296.064169843
"C12H13N5O2S",13,15,308.104427897
"C24H28O7",12,14,428.183503253
"C24H28O7",13,14,452.264019361
"C24H28O7",12,15,428.183503253
"C24H28O7",13,15,452.264019361
"C16H17NO3",12,14,271.120843417
"C16H17NO3",13,14,287.174520822
"C16H17NO3",12,15,272.11787831
"C16H17NO3",13,15,288.171555715
"C16H17NO4",12,14,287.115758039
"C16H17NO4",13,14,303.169435444
"C16H17NO4",12,15,288.112792932
"C16H17NO4",13,15,304.166470337
"C24H28O9",12,14,460.173332498
"C24H28O9",13,14,484.253848605
"C24H28O9",12,15,460.173332498
"C24H28O9",13,15,484.253848605
"C48H78N7O21P3S",12,14,1213.41843282
"C48H78N7O21P3S",13,14,1261.57946504
"C48H78N7O21P3S",12,15,1220.39767708
"C48H78N7O21P3S",13,15,1268.55870929
"C6H5NO",12,14,107.037113788
"C6H5NO",13,14,113.057242815
"C6H5NO",12,15,108.034148681
"C6H5NO",13,15,114.054277708
"C6H5NS",12,14,123.014269856
"C6H5NS",13,14,129.034398882
"C6H5NS",12,15,124.011304749
"C6H5NS",13,15,130.031433776
"C23H36N7O19P3S",12,14,839.099952232
"C23H36N7O19P3S",13,14,862.177113501
"C23H36N7O19P3S",12,15,846.079196484
"C23H36N7O19P3S",13,15,869.156357754
"C31H44N4O5",12,14,552.331170544
"C31H44N4O5",13,14,583.435170516
"C31H44N4O5",12,15,556.319310116
"C31H44N4O5",13,15,587.423310088
"C7H15Cl2N2O4P",12,14,292.01464891
"C7H15Cl2N2O4P",13,14,299.038132775
"C7H15Cl2N2O4P",12,15,294.008718697
"C7H15Cl2N2O4P",13,15,301.032202561
"C10H16ClNO2",12,14,217.086956473
"C10H16ClNO2",13,14,227.120504851
"C10H16ClNO2",12,15,218.083991366
"C10H16ClNO2",13,15,228.117539744
"C2H6Se",12,14,109.963471993
"C2H6Se",13,14,111.970181668
"C2H6Se",12,15,109.963471993
"C2H6Se",13,15,111.970181668
"C45H72O12",12,14,804.502377776
"C45H72O12",13,14,849.653345477
"C45H72O12",12,15,804.502377776
"C45H72O12",13,15,849.653345477
"C6H15N4O6P",12,14,270.072920745
"C6H15N4O6P",13,14,276.093049772
"C6H15N4O6P",12,15,274.061060318
"C6H15N4O6P",13,15,280.081189344
"C15H20O2",12,14,232.146329886
"C15H20O2",13,14,247.196652453
"C15H20O2",12,15,232.146329886
"C15H20O2",13,15,247.196652453
"C15H20O3",12,14,248.141244508
"C15H20O3",13,14,263.191567075
"C15H20O3",12,15,248.141244508
"C15H20O3",13,15,263.191567075
"C15H20O4",12,14,264.13615913
"C15H20O4",13,14,279.186481697
"C15H20O4",12,15,264.13615913
"C15H20O4",13,15,279.186481697
"C6H11NO3S",12,14,177.045963915
"C6H11NO3S",13,14,183.066092941
"C6H11NO3S",12,15,178.042998808
"C6H11NO3S",13,15,184.063127835
"C15H20O5",12,14,280.131073753
"C15H20O5",13,14,295.181396319
"C15H20O5",12,15,280.131073753
"C15H20O5",13,15,295.181396319
"C45H72O16",12,14,868.482036265
"C45H72O16",13,14,913.633003966
"C45H72O16",12,15,868.482036265
"C45H72O16",13,15,913.633003966
"C15H20O6",12,14,296.125988375
"C15H20O6",13,14,311.176310942
"C15H20O6",12,15,296.125988375
"C15H20O6",13,15,311.176310942
"C45H72O17",12,14,884.476950887
"C45H72O17",13,14,929.627918588
"C45H72O17",12,15,884.476950887
"C45H72O17",13,15,929.627918588
"C15H20O7",12,14,312.120902997
"C15H20O7",13,14,327.171225564
"C15H20O7",12,15,312.120902997
"C15H20O7",13,15,327.171225564
"C27H31NO9",12,14,513.199881599
"C27H31NO9",13,14,540.29046222
"C27H31NO9",12,15,514.196916492
"C27H31NO9",13,15,541.287497113
"C15H20O8",12,14,328.115817619
"C15H20O8",13,14,343.166140186
"C15H20O8",12,15,328.115817619
"C15H20O8",13,15,343.166140186
"C34H32FeN4O4",12,14,616.177297636
"C34H32FeN4O4",13,14,650.291362122
"C34H32FeN4O4",12,15,620.165437209
"C34H32FeN4O4",13,15,654.279501694
"C38H48N8O12S",12,14,840.311239738
"C38H48N8O12S",13,14,878.438723574
"C38H48N8O12S",12,15,848.287518883
"C38H48N8O12S",13,15,886.41500272
"C8H10O2",12,14,138.068079565
"C8H10O2",13,14,146.094918268
"C8H10O2",12,15,138.068079565
"C8H10O2",13,15,146.094918268
"C8H10O3",12,14,154.062994187
"C8H10O3",13,14,162.08983289
"C8H10O3",12,15,154.062994187
"C8H10O3",13,15,162.08983289
"C8H10O4",12,14,170.057908809
"C8H10O4",13,14,178.084747512
"C8H10O4",12,15,170.057908809
"C8H10O4",13,15,178.084747512
"C27H48O8S",12,14,532.306989208
"C27H48O8S",13,14,559.397569828
"C27H48O8S",12,15,532.306989208
"C27H48O8S",13,15,559.397569828
"C28H43N5O12S",12,14,673.262892561
"C28H43N5O12S",13,14,701.35682802
"C28H43N5O12S",12,15,678.248067028
"C28H43N5O12S",13,15,706.342002486
"C8H17NO12P2",12,14,381.022598036
"C8H17NO12P2",13,14,389.049436738
"C8H17NO12P2",12,15,382.019632929
"C8H17NO12P2",13,15,390.046471632
"C7H5ClO2",12,14,155.997807115
"C7H5ClO2",13,14,163.021290979
"C7H5ClO2",12,15,155.997807115
"C7H5ClO2",13,15,163.021290979
"C2H6Te",12,14,159.953172993
"C2H6Te",13,14,161.959882668
"C2H6Te",12,15,159.953172993
"C2H6Te",13,15,161.959882668
"C12H17O10P",12,14,352.055933277
"C12H17O10P",13,14,364.09619133
"C12H17O10P",12,15,352.055933277
"C12H17O10P",13,15,364.09619133
"C31H44N7O20P3S",12,14,959.157467111
"C31H44N7O20P3S",13,14,990.261467083
"C31H44N7O20P3S",12,15,966.136711363
"C31H44N7O20P3S",13,15,997.240711335
"C19H20O10",12,14,408.105646863
"C19H20O10",13,14,427.169388781
"C19H20O10",12,15,408.105646863
"C19H20O10",13,15,427.169388781
"C9H6O2",12,14,146.036779437
"C9H6O2",13,14,155.066972977
"C9H6O2",12,15,146.036779437
"C9H6O2",13,15,155.066972977
"C9H6O3",12,14,162.031694059
"C9H6O3",13,14,171.061887599
"C9H6O3",12,15,162.031694059
"C9H6O3",13,15,171.061887599
"C9H6O4",12,14,178.026608681
"C9H6O4",13,14,187.056802221
"C9H6O4",12,15,178.026608681
"C9H6O4",13,15,187.056802221
"C43H69NO12",12,14,791.481976685
"C43H69NO12",13,14,834.626234711
"C43H69NO12",12,15,792.479011578
"C43H69NO12",13,15,835.623269604
"C4H9NO7P-",12,14,214.012211739
"C4H9NO7P-",13,14,218.02563109
"C4H9NO7P-",12,15,215.009246632
"C4H9NO7P-",13,15,219.022665983
"C43H44ClN3O12",12,14,829.261351603
"C43H44ClN3O12",13,14,872.405609629
"C43H44ClN3O12",12,15,832.252456283
"C43H44ClN3O12",13,15,875.396714308
"C43H44ClN3O13",12,14,845.256266225
"C43H44ClN3O13",13,14,888.400524251
"C43H44ClN3O13",12,15,848.247370905
"C43H44ClN3O13",13,15,891.39162893
"C4H6N4O3",12,14,158.04399008
"C4H6N4O3",13,14,162.057409431
"C4H6N4O3",12,15,162.032129653
"C4H6N4O3",13,15,166.045549004
"C33H36N2O12",12,14,652.226824631
"C33H36N2O12",13,14,685.337534279
"C33H36N2O12",12,15,654.220894418
"C33H36N2O12",13,15,687.331604065
"C30H18O10",12,14,538.089996799
"C30H18O10",13,14,568.190641933
"C30H18O10",12,15,538.089996799
"C30H18O10",13,15,568.190641933
"C3H9NO3S",12,14,139.03031385
"C3H9NO3S",13,14,142.040378364
"C3H9NO3S",12,15,140.027348744
"C3H9NO3S",13,15,143.037413257
"C6H14N2O2",12,14,146.105527704
"C6H14N2O2",13,14,152.125656731
"C6H14N2O2",12,15,148.09959749
"C6H14N2O2",13,15,154.119726517
"C6H14N2O3",12,14,162.100442326
"C6H14N2O3",13,14,168.120571353
"C6H14N2O3",12,15,164.094512113
"C6H14N2O3",13,15,170.114641139
"C39H67N5O6",12,14,701.509134909
"C39H67N5O6",13,14,740.639973584
"C39H67N5O6",12,15,706.494309375
"C39H67N5O6",13,15,745.62514805
"C6H14N2O4",12,14,178.095356948
"C6H14N2O4",13,14,184.115485975
"C6H14N2O4",12,15,180.089426735
"C6H14N2O4",13,15,186.109555761
"C28H46O2",12,14,414.349780721
"C28H46O2",13,14,442.443716179
"C28H46O2",12,15,414.349780721
"C28H46O2",13,15,442.443716179
"C28H46O3",12,14,430.344695343
"C28H46O3",13,14,458.438630801
"C28H46O3",12,15,430.344695343
"C28H46O3",13,15,458.438630801
"C25H24O5",12,14,404.162373881
"C25H24O5",13,14,429.246244826
"C25H24O5",12,15,404.162373881
"C25H24O5",13,15,429.246244826
"C28H46O4",12,14,446.339609965
"C28H46O4",13,14,474.433545423
"C28H46O4",12,15,446.339609965
"C28H46O4",13,15,474.433545423
"C12H6Cl4O2",12,14,321.912190277
"C12H6Cl4O2",13,14,333.95244833
"C12H6Cl4O2",12,15,321.912190277
"C12H6Cl4O2",13,15,333.95244833
"C25H24O6",12,14,420.157288503
"C25H24O6",13,14,445.241159448
"C25H24O6",12,15,420.157288503
"C25H24O6",13,15,445.241159448
"C25H24O8",12,14,452.147117747
"C25H24O8",13,14,477.230988692
"C25H24O8",12,15,452.147117747
"C25H24O8",13,15,477.230988692
"C28H46O7",12,14,494.324353831
"C28H46O7",13,14,522.41828929
"C28H46O7",12,15,494.324353831
"C28H46O7",13,15,522.41828929
"C12H25NO",12,14,199.19361443
"C12H25NO",13,14,211.233872483
"C12H25NO",12,15,200.190649323
"C12H25NO",13,15,212.230907377
"C51H43N13O12S6",12,14,1221.14783805
"C51H43N13O12S6",13,14,1272.31893478
"C51H43N13O12S6",12,15,1234.10929166
"C51H43N13O12S6",13,15,1285.28038839
"C25H24O9",12,14,468.142032369
"C25H24O9",13,14,493.225903314
"C25H24O9",12,15,468.142032369
"C25H24O9",13,15,493.225903314
"C4H2O4",12,14,113.995308553
"C4H2O4",13,14,118.008727904
"C4H2O4",12,15,113.995308553
"C4H2O4",13,15,118.008727904
"C10H6O2",12,14,158.036779437
"C10H6O2",13,14,168.070327815
"C10H6O2",12,15,158.036779437
"C10H6O2",13,15,168.070327815
"C20H36O2",12,14,308.2715304
"C20H36O2",13,14,328.338627156
"C20H36O2",12,15,308.2715304
"C20H36O2",13,15,328.338627156
"C38H74NO10P",12,14,735.505034112
"C38H74NO10P",13,14,773.632517948
"C38H74NO10P",12,15,736.502069005
"C38H74NO10P",13,15,774.629552841
"C20H26N2O",12,14,310.204513467
"C20H26N2O",13,14,330.271610223
"C20H26N2O",12,15,312.198583253
"C20H26N2O",13,15,332.26568001
"C10H6O3",12,14,174.031694059
"C10H6O3",13,14,184.065242437
"C10H6O3",12,15,174.031694059
"C10H6O3",13,15,184.065242437
"C10H6O4",12,14,190.026608681
"C10H6O4",13,14,200.060157059
"C10H6O4",12,15,190.026608681
"C10H6O4",13,15,200.060157059
"C20H36O5",12,14,356.256274266
"C20H36O5",13,14,376.323371022
"C20H36O5",12,15,356.256274266
"C20H36O5",13,15,376.323371022
"C20H36O6",12,14,372.251188888
"C20H36O6",13,14,392.318285644
"C20H36O6",12,15,372.251188888
"C20H36O6",13,15,392.318285644
"C23H26FN3O2",12,14,395.200905294
"C23H26FN3O2",13,14,418.278066564
"C23H26FN3O2",12,15,398.192009974
"C23H26FN3O2",13,15,421.269171243
"C22H30Cl2N10",12,14,504.203196435
"C22H30Cl2N10",13,14,526.277002867
"C22H30Cl2N10",12,15,514.173545367
"C22H30Cl2N10",13,15,536.247351799
"C30H62O",12,14,438.480066612
"C30H62O",13,14,468.580711746
"C30H62O",12,15,438.480066612
"C30H62O",13,15,468.580711746
"C29H50N7O17P3S",12,14,893.219673437
"C29H50N7O17P3S",13,14,922.316963733
"C29H50N7O17P3S",12,15,900.19891769
"C29H50N7O17P3S",13,15,929.296207986
"C8Cl4N2",12,14,263.88155885
"C8Cl4N2",13,14,271.908397553
"C8Cl4N2",12,15,265.875628637
"C8Cl4N2",13,15,273.902467339
"C17H19N3O2",12,14,297.14772687
"C17H19N3O2",13,14,314.204759112
"C17H19N3O2",12,15,300.138831549
"C17H19N3O2",13,15,317.195863792
"C21H27FO5",12,14,378.184252177
"C21H27FO5",13,14,399.254703771
"C21H27FO5",12,15,378.184252177
"C21H27FO5",13,15,399.254703771
"C38H54N2O11",12,14,714.372760587
"C38H54N2O11",13,14,752.500244423
"C38H54N2O11",12,15,716.366830373
"C38H54N2O11",13,15,754.49431421
"C21H23NO3",12,14,337.16779361
"C21H23NO3",13,14,358.238245204
"C21H23NO3",12,15,338.164828503
"C21H23NO3",13,15,359.235280097
"C21H23NO4",12,14,353.162708232
"C21H23NO4",13,14,374.233159826
"C21H23NO4",12,15,354.159743125
"C21H23NO4",13,15,375.230194719
"C29H39FO7",12,14,518.267981807
"C29H39FO7",13,14,547.365272103
"C29H39FO7",12,15,518.267981807
"C29H39FO7",13,15,547.365272103
"C21H23NO5",12,14,369.157622854
"C21H23NO5",13,14,390.228074448
"C21H23NO5",12,15,370.154657747
"C21H23NO5",13,15,391.225109341
"C20H37N3O6S",12,14,447.240306626
"C20H37N3O6S",13,14,467.307403382
"C20H37N3O6S",12,15,450.231411305
"C20H37N3O6S",13,15,470.298508062
"C6H6NO3S-",12,14,172.007387334
"C6H6NO3S-",13,14,178.027516361
"C6H6NO3S-",12,15,173.004422227
"C6H6NO3S-",13,15,179.024551254
"C21H23NO6",12,14,385.152537476
"C21H23NO6",13,14,406.22298907
"C21H23NO6",12,15,386.149572369
"C21H23NO6",13,15,407.220023963
"C29H35NO2",12,14,429.266779373
"C29H35NO2",13,14,458.364069669
"C29H35NO2",12,15,430.263814266
"C29H35NO2",13,15,459.361104562
"C16H22N2O14P2",12,14,528.054626446
"C16H22N2O14P2",13,14,544.108303851
"C16H22N2O14P2",12,15,530.048696232
"C16H22N2O14P2",13,15,546.102373637
"C10H11ClN2OS",12,14,242.028061386
"C10H11ClN2OS",13,14,252.061609764
"C10H11ClN2OS",12,15,244.022131172
"C10H11ClN2OS",13,15,254.05567955
"C11H8O",12,14,156.057514879
"C11H8O",13,14,167.094418095
"C11H8O",12,15,156.057514879
"C11H8O",13,15,167.094418095
"C20H28N2O3",12,14,344.209992775
"C20H28N2O3",13,14,364.277089531
"C20H28N2O3",12,15,346.204062562
"C20H28N2O3",13,15,366.271159318
"C47H76O17",12,14,912.508251015
"C47H76O17",13,14,959.665928392
"C47H76O17",12,15,912.508251015
"C47H76O17",13,15,959.665928392
"C20H28N2O4",12,14,360.204907398
"C20H28N2O4",13,14,380.272004154
"C20H28N2O4",12,15,362.198977184
"C20H28N2O4",13,15,382.26607394
"C32H39NO2",12,14,469.298079501
"C32H39NO2",13,14,501.405434311
"C32H39NO2",12,15,470.295114394
"C32H39NO2",13,15,502.402469204
"C10H2Cl10O",12,14,487.699091786
"C10H2Cl10O",13,14,497.732640164
"C10H2Cl10O",12,15,487.699091786
"C10H2Cl10O",13,15,497.732640164
"C20H28N2O5",12,14,376.19982202
"C20H28N2O5",13,14,396.266918776
"C20H28N2O5",12,15,378.193891806
"C20H28N2O5",13,15,398.260988562
"C24H26N2O13",12,14,550.143488932
"C24H26N2O13",13,14,574.224005039
"C24H26N2O13",12,15,552.137558719
"C24H26N2O13",13,15,576.218074826
"C32H39NO4",12,14,501.287908745
"C32H39NO4",13,14,533.395263555
"C32H39NO4",12,15,502.284943639
"C32H39NO4",13,15,534.392298448
"C6H14O10P2",12,14,308.00621969
"C6H14O10P2",13,14,314.026348717
"C6H14O10P2",12,15,308.00621969
"C6H14O10P2",13,15,314.026348717
"C18H15ClO7",12,14,378.050630546
"C18H15ClO7",13,14,396.111017627
"C18H15ClO7",12,15,378.050630546
"C18H15ClO7",13,15,396.111017627
"C13H13Cl2N3O3",12,14,329.033396719
"C13H13Cl2N3O3",13,14,342.077009611
"C13H13Cl2N3O3",12,15,332.024501399
"C13H13Cl2N3O3",13,15,345.06811429
"C35H62N7O18P3S",12,14,993.308488444
"C35H62N7O18P3S",13,14,1028.42590777
"C35H62N7O18P3S",12,15,1000.2877327
"C35H62N7O18P3S",13,15,1035.40515202
"C42H41O23+",12,14,913.203314044
"C42H41O23+",13,14,955.344217232
"C42H41O23+",12,15,913.203314044
"C42H41O23+",13,15,955.344217232
"C14H18O4",12,14,250.120509066
"C14H18O4",13,14,264.167476795
"C14H18O4",12,15,250.120509066
"C14H18O4",13,15,264.167476795
"C7H7IO2",12,14,249.949072469
"C7H7IO2",13,14,256.972556333
"C7H7IO2",12,15,249.949072469
"C7H7IO2",13,15,256.972556333
"C16H25NO10",12,14,391.147846029
"C16H25NO10",13,14,407.201523434
"C16H25NO10",12,15,392.144880922
"C16H25NO10",13,15,408.198558327
"CH3NO",12,14,45.0214637236
"CH3NO",13,14,46.0248185614
"CH3NO",12,15,46.0184986168
"CH3NO",13,15,47.0218534546
"C14H18O7",12,14,298.105252932
"C14H18O7",13,14,312.152220662
"C14H18O7",12,15,298.105252932
"C14H18O7",13,15,312.152220662
"C41H32O26",12,14,940.118181202
"C41H32O26",13,14,981.255729552
"C41H32O26",12,15,940.118181202
"C41H32O26",13,15,981.255729552
"C41H32O27",12,14,956.113095824
"C41H32O27",13,14,997.250644174
"C41H32O27",12,15,956.113095824
"C41H32O27",13,15,997.250644174
"C4H5O7P",12,14,195.977289025
"C4H5O7P",13,14,199.990708376
"C4H5O7P",12,15,195.977289025
"C4H5O7P",13,15,199.990708376
"C5H15N2O3PS",12,14,214.054099558
"C5H15N2O3PS",13,14,219.070873747
"C5H15N2O3PS",12,15,216.048169345
"C5H15N2O3PS",13,15,221.064943534
"C22H20FN3OS",12,14,393.13111117
"C22H20FN3OS",13,14,415.204917601
"C22H20FN3OS",12,15,396.122215849
"C22H20FN3OS",13,15,418.196022281
"CH5AsO2",12,14,123.950550805
"CH5AsO2",13,14,124.953905642
"CH5AsO2",12,15,123.950550805
"CH5AsO2",13,15,124.953905642
"CH5AsO3",12,14,139.945465427
"CH5AsO3",13,14,140.948820265
"CH5AsO3",12,15,139.945465427
"CH5AsO3",13,15,140.948820265
"C14H19N3S",12,14,261.129968316
"C14H19N3S",13,14,275.176936045
"C14H19N3S",12,15,264.121072995
"C14H19N3S",13,15,278.168040724
"C14H14Cl2N3O4-",12,14,358.036684953
"C14H14Cl2N3O4-",13,14,372.083652683
"C14H14Cl2N3O4-",12,15,361.027789633
"C14H14Cl2N3O4-",13,15,375.074757362
"C6H11N3",12,14,125.095297369
"C6H11N3",13,14,131.115426395
"C6H11N3",12,15,128.086402048
"C6H11N3",13,15,134.106531075
"C9H16N5O8P",12,14,353.073649026
"C9H16N5O8P",13,14,362.103842567
"C9H16N5O8P",12,15,358.058823492
"C9H16N5O8P",13,15,367.089017033
"C17H25N3O16P2",12,14,589.071004792
"C17H25N3O16P2",13,14,606.128037034
"C17H25N3O16P2",12,15,592.062109471
"C17H25N3O16P2",13,15,609.119141714
"C11H14N2O",12,14,190.110613082
"C11H14N2O",13,14,201.147516298
"C11H14N2O",12,15,192.104682868
"C11H14N2O",13,15,203.141586084
"C42H41O24+",12,14,929.198228667
"C42H41O24+",13,14,971.339131854
"C42H41O24+",12,15,929.198228667
"C42H41O24+",13,15,971.339131854
"C29H42O6",12,14,486.298139081
"C29H42O6",13,14,515.395429377
"C29H42O6",12,15,486.298139081
"C29H42O6",13,15,515.395429377
"C13H21NO",12,14,207.162314301
"C13H21NO",13,14,220.205927193
"C13H21NO",12,15,208.159349195
"C13H21NO",13,15,221.202962086
"C29H42O9",12,14,534.282882947
"C29H42O9",13,14,563.380173243
"C29H42O9",12,15,534.282882947
"C29H42O9",13,15,563.380173243
"C7H14N2O2S",12,14,190.077598394
"C7H14N2O2S",13,14,197.101082259
"C7H14N2O2S",12,15,192.07166818
"C7H14N2O2S",13,15,199.095152045
"C11H14N2S",12,14,206.08776915
"C11H14N2S",13,14,217.124672366
"C11H14N2S",12,15,208.081838936
"C11H14N2S",13,15,219.118742152
"C26H42NO7S-",12,14,512.268746978
"C26H42NO7S-",13,14,538.355972761
"C26H42NO7S-",12,15,513.265781871
"C26H42NO7S-",13,15,539.353007654
"C18H20F4O3",12,14,360.134857308
"C18H20F4O3",13,14,378.195244389
"C18H20F4O3",12,15,360.134857308
"C18H20F4O3",13,15,378.195244389
"C19H26N2O",12,14,298.204513467
"C19H26N2O",13,14,317.268255385
"C19H26N2O",12,15,300.198583253
"C19H26N2O",13,15,319.262325172
"C21H32O2",12,14,316.240230271
"C21H32O2",13,14,337.310681865
"C21H32O2",12,15,316.240230271
"C21H32O2",13,15,337.310681865
"C5H11NOS2",12,14,165.02820536
"C5H11NOS2",13,14,170.044979549
"C5H11NOS2",12,15,166.025240254
"C5H11NOS2",13,15,171.042014443
"C21H32O3",12,14,332.235144893
"C21H32O3",13,14,353.305596487
"C21H32O3",12,15,332.235144893
"C21H32O3",13,15,353.305596487
"C19H26N2S",12,14,314.181669535
